product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price
P449149,Loose Setting Powder,5746,Anastasia Beverly Hills,27345,4.534,824,0.9 oz/ 25 g,Color,Vanilla,ivory,"['Talc, Mica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Ethylhexylglycerin, Lauroyl Lysine, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Phenoxyethanol. May Contain (+/-): Red 30 Lake (Ci 73360), Yellow 5 Lake (Ci 19140), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']",38,0,0,0,0,0,"['Matte Finish', 'Natural Finish', 'Loose Powder Formula', 'Best for Oily Skin', 'Vegan', 'Without Parabens']",Makeup,Face,Setting Spray & Powder,5,38,19
P468343,Tinted Lip Gloss,5746,Anastasia Beverly Hills,27142,4.4921,252,0.15 oz / 4.7 mL,Color,Soft Pink,baby pink,"['Polybutene, Tridecyl Trimellitate, Hydrogenated Polyisobutene, Octyldodecyl Stearoyl Stearate, Silica, Pentaerythrityl Tetraisostearate, Polyglyceryl-2 Diisostearate, Silica Dimethyl Silylate, Disteardimonium Hectorite, Dicalcium Phosphate, Ethyl Vanillin, Mica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Carbonate, Tocopherol, Iron Oxides (Ci 77491, Ci 77492), Titanium Dioxide (Ci 77891), Red 7 Lake (Ci 15850), Blue 1 Lake (Ci 42090).']",20,0,0,0,0,0,"['Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']",Makeup,Lip,Lip Gloss,7,20,20
P478230,NORVINA Chroma Stix Makeup Pencils,5746,Anastasia Beverly Hills,21640,4.186,242,0.01 oz/ 6.6 g,Color,Yellow,,"['Isododecane, Trimethylsiloxysilicate, Polyethylene, Synthetic Fluorphlogopite, Ceresin, Euphorbia Cerifera (Candelilla) Wax/Euphorbia Cerifera Cera/Cire De Candelilla, Polybutene, Silica, Sorbitan Sesquioleate, Synthetic Wax, Stearalkonium Hectorite, Phenoxyethanol, Tocopheryl Acetate, Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).']",18,0,0,0,0,1,"['Cruelty-Free', 'Vegan', 'Waterproof', 'Gluten Free', 'Alcohol Free']",Makeup,Eye,Eyeliner,12,18,18
P173317,Brow Primer,5746,Anastasia Beverly Hills,20917,4.2638,527,0.1 oz/ 2.5 mL,Size,0.1 oz/ 2.5 mL,clear,"['Ethylhexyl Palmitate, Bis-Diglyceryl Polyacyladipate-2, Euphorbia Cerifera (Candelilla) Wax, Isononyl Isononanoate, Mica, Silica, Polymethyl Methacrylate, Synthetic Beeswax, Caprylyl Glycol, Ethylhexylglycerin, Tocopheryl Acetate, Propylparaben. May Contain (+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).']",21,0,0,0,0,0,,Makeup,Eye,Eyebrow,0,,
P449151,Liquid Liner,5746,Anastasia Beverly Hills,18963,4.1865,842,0.08 oz/ 2.4 mL,Size,0.08 oz/ 2.4 mL,true black matte,"['Water/Aqua, Glycerin, Styrene/Acrylates Copolymer, Triethyl Citrate, Silica, Xanthan Gum, Sodium Citrate, Peg-40 Hydrogenated Castor Oil, Lactic Acid, Benzyl Alcohol, Ppg-26-Buteth-26, Sodium Dehydroacetate, Dehydroacetic Acid, Iron Oxides (Ci 77499).']",18,0,0,0,0,0,,Makeup,Eye,Eyeliner,0,,
P477809,Primrose All In One Face & Eye Shadow Palette,5746,Anastasia Beverly Hills,17469,4.6626,406,,,,,"['Rose Water:', 'Synthetic Fluorphlogopite, Mica, Calcium Aluminum Borosilicate, Silica, Boron Nitride, Dimethicone, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Tin Oxide, Caprylyl Glycol, Isopentyldiol, Polysilicone-11, Hydrogenated Lecithin, Tocopherol, Lauroyl Lysine, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).', 'Fire Opal:', 'Mica, Aluminum Calcium Sodium Silicate, Silica, Dimethicone, Boron Nitride, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Caprylyl Glycol, Alumina, Lauroyl Lysine, Tin Oxide, Isopentyldiol, Polysilicone-11, Tocopherol, Hydrogenated Lecithin, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Carmine (Ci 75470).', 'Grapefruit:', 'Mica, Dimethicone, Boron Nitride, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Glycerin, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cyclopentasiloxane, Caprylyl Glycol, Calcium Sulfate, Water/Eau/ Aqua, Rosin/Colophane, Lauroyl Lysine, Hydrogenated Lecithin, Isopentyldiol, Polysilicone-11, Tocopherol, Sodium Chloride, Phenoxyethanol, Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 21 Lake (Ci 45380), Red 7 Lake (Ci 15850).', 'Saddle:', 'Mica, Dimethicone, Silica, Nylon-12, Polymethylsilsesquioxane, Zinc Stearate, Glycerin, Octyldodecyl Stearoyl Stearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cyclopentasiloxane, Moringa Oleifera Seed Oil, Hydrogenated Lecithin, Lauroyl Lysine, Isopentyldiol, Polysilicone-11, Caprylyl Glycol, Tocopherol, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).', 'Claret:', 'Mica, Dimethicone, Boron Nitride, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Glycerin, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cyclopentasiloxane, Caprylyl Glycol, Calcium Sulfate, Water/Eau/ Aqua, Rosin/Colophane, Lauroyl Lysine, Hydrogenated Lecithin, Isopentyldiol, Polysilicone-11, Tocopherol, Sodium Chloride, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140), Carmine (Ci 75470), Yellow 6 Lake (Ci 15985), Red 7 Lake (Ci 15850).', 'Deep Berry:', 'Mica, Calcium Sulfate, Rosin/Colophane, Dimethicone, Boron Nitride, Glycerin, Polymethylsilsesquioxane, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Caprylyl Glycol, Water/Eau/ Aqua, Isopentyldiol, Polysilicone-11, Tocopherol, Lauroyl Lysine, Sodium Chloride, Hydrogenated Lecithin, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 33 Lake (Ci 17200), Titanium Dioxide (Ci 77891), Red 7 Lake (Ci 15850), Blue 1 Lake (Ci 42090), Red 21 Lake (Ci 45380).', 'Honey:', 'Mica, Dimethicone, Boron Nitride, Zinc Stearate, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Glycerin, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zinc Myristate, Cyclopentasiloxane, Caprylyl Glycol, Hydrogenated Lecithin, Lauroyl Lysine, Isopentyldiol, Polysilicone-11, Tocopherol, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 30 Lake (Ci 73360), Yellow 5 Lake (Ci 19140).', 'Mango:', 'Mica, Dimethicone, Boron Nitride, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Glycerin, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cyclopentasiloxane, Caprylyl Glycol, Hydrogenated Lecithin, Lauroyl Lysine, Isopentyldiol, Polysilicone-11, Tocopherol, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140), Carmine (Ci 75470), Red 21 Lake (Ci 45380).', 'Peony:', 'Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Mica, Dimethicone, Boron Nitride, Glycerin, Polymethylsilsesquioxane, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Caprylyl Glycol, Tin Oxide, Isopentyldiol, Hydrogenated Lecithin, Polysilicone-11, Tocopherol, Lauroyl Lysine, Phenoxyethanol, Titanium Dioxide (Ci 77891), Red 21 Lake (Ci 45380), Iron Oxides (Ci 77491, Ci 77499), Carmine (Ci 75470), Red 40 Lake (Ci 16035).', 'Primrose:', 'Mica, Calcium Sodium Borosilicate, Dimethicone, Silica, Boron Nitride, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Caprylyl Glycol, Hydrogenated Lecithin, Lauroyl Lysine, Tin Oxide, Isopentyldiol, Polysilicone-11, Tocopherol, Phenoxyethanol, Titanium Dioxide (Ci 77891), Ultramarines (Ci 77007), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 21 Lake (Ci 45380), Blue 1 Lake (Ci 42090), Carmine (Ci 75470), Yellow 5 Lake (Ci 19140), Red 6 Lake (Ci 15850).', 'Rouge:', 'Mica, Dimethicone, Boron Nitride, Polymethylsilsesquioxane, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Glycerin, Silica, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Cyclopentasiloxane, Caprylyl Glycol, Water/Eau/ Aqua, Hydrogenated Lecithin, Lauroyl Lysine, Isopentyldiol, Polysilicone-11, Tocopherol, Sodium Chloride, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).', 'Sparkling Amber:', 'Synthetic Fluorphlogopite, Mica, Calcium Sodium Borosilicate, Silica, Boron Nitride, Dimethicone, Glycerin, Polymethylsilsesquioxane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Zea Mays (Corn) Starch, Zinc Myristate, Zinc Stearate, Cyclopentasiloxane, Caprylyl Glycol, Tin Oxide, Isopentyldiol, Polysilicone-11, Tocopherol, Hydrogenated Lecithin, Lauroyl Lysine, Phenoxyethanol, Iron Oxides (Ci 77491, Ci77492, Ci 77499), Titanium Dioxide (Ci 77891).']",55,0,0,0,0,0,"['Metallic Finish', 'Matte Finish', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']",Makeup,Eye,Eyeshadow,0,,
P423923,Liquid Lipstick in Trouble,5746,Anastasia Beverly Hills,11385,3.4766,107,0.11 oz/ 3.2 g,Color,Trouble,,"['Isododecane, Trimethylsiloxysilicate, Boron Nitride, Nylon-12, Ozokerite, Mineral Oil/Paraffinum Liquidum/Huile Minerale, Disteardimonium Hectorite, Butylene/Ethylene/Styrene Copolymer, Ethylene/Propylene/Styrene Copolymer, Isohexadecane, Phenoxyethanol, Propylene Carbonate, Sodium Hyaluronate, Sodium Magnesium Silver Phosphate, Tocopheryl Acetate, Tripeptide-1, Xanthan Gum, May Contain (+/-): Red 7 Lake (Ci 15850), Red 6 (Ci 15850), Yellow 5 Lake (Ci 19140), Red 22 Lake (Ci 45380), Red 27 Lake (Ci 45410), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).']",20,1,0,0,0,1,,Makeup,Lip,Lipstick,0,,
P390228,Scissors,5746,Anastasia Beverly Hills,9065,4.0882,34,,,,,,22.5,0,0,0,0,0,,Makeup,Eye,Eyebrow,0,,
P468342,Crystal Lip Gloss,5746,Anastasia Beverly Hills,8257,4.3983,241,0.16 oz/ 4.8 mL,Color,Glass,crystal-clear/translucent,"['Dimethicone, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Cetyl Peg/Ppg-10/1 Dimethicone, Paraffin, Fragrance/Parfum, Limonene.']",20,0,0,0,0,0,"['Liquid Formula', 'High Shine Finish', 'Vegan']",Makeup,Lip,Lip Gloss,0,,
P483069,Brow Studio Kit,5746,Anastasia Beverly Hills,7910,4.1429,7,,Color,Medium Brown,medium brown,"['Brow Definer:', 'Behenic Acid, Rhus Succedanea Fruit Wax/Cera, Lanolin, Triethylhexanoin, Sucrose Tetrastearate Triacetate, Hydrogenated Castor Oil, Sorbitan Sesquiisostearate, Hydrogen Dimethicone, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, Tocopherol, May Contain/Peut Contenir (+/-): Mica, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).', 'Mini DIPBROW Gel:', 'Isododecane, Talc, Trimethylsiloxysilicate, Dimethicone, Beeswax, Vp/Eicosene Copolymer, Caprylyl Methicone, Trihydroxystearin, Triethylhexanoin, Trisiloxane, Disteardimonium Hectorite, Silica, Hdi/Trimethylol Hexyllactone Crosspolymer, Propylene Carbonate, Pentaerythrityl Tetra‐Di‐T‐Butyl Hydroxyhydrocinnamate. May Contain (+/-): Ultramarines (Ci 77007), Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).', 'Mini Clear Brow Gel:', 'Water/Aqua/Eau, Alcohol Denat., Vp/Va Copolymer, Propylene Glycol, Carbomer, Glycerin, Aminomethyl Propanol, Hydrolyzed Glycosaminoglycans, Butylene Glycol, Chamomilla Recutita (Matricaria) Flower Extract, Sodium Hyaluronate, Tetrasodium Edta, Phenoxyethanol, Methylparaben, Propylparaben.']",29,1,0,0,1,0,"['Fragrance Free', 'Oil Free', 'Cruelty-Free']",Makeup,Eye,Eyebrow,1,29,29
P410502,Darkside Waterproof Liner,5746,Anastasia Beverly Hills,7530,3.3276,58,0.01 oz/ 0.28 g,Color,Darkside,,"['Cyclopentasiloxane, Trimethylsiloxysilicate, Euphorbia Cerifera (Candelilla) Wax/CireDe Candelilla/Candelilla Cera, Isododecane, Beeswax/Cire d’abeille/Cera Alba, Microcrystalline Wax/Cire Microcristalline/Cera Microcristallina, Paraffin, SilicaDimethyl Silylate, Montan Wax/Montan Cera, Copernicia Cerifera (Carnauba) Wax, Phenoxyethanol, May Contain: (+/-), Iron Oxide (Ci 77499), Black 2 (Ci 77266), Blue 1 Lake (Ci 42090).']",18,0,0,0,0,0,,Makeup,Eye,Eyeliner,0,,
P500402,Brow Genius Conditioning Brow Serum,5746,Anastasia Beverly Hills,7494,4.1742,666,.12 oz / 3.5 mL,Size,.12 oz / 3.5 mL,,"['Water/Aqua/Eau, Ricinus Communis (Castor) Seed Oil, Glycerin, Panthenol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Butylene Glycol, Propanediol, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Myristoyl Pentapeptide-17, Acetyl Tetrapeptide-3, Biotin, Dextran, Panax Ginseng Root Extract, Trifolium Pratense (Clover) Flower Extract, Caffeine, C15-23 Alkane, Tocopheryl Acetate, Decyl Glucoside, Lecithin, Alcohol, Ethylhexylglycerin, C13-14 Alkane, Potassium Sorbate, Citric Acid, Caprylyl Glycol, 1,2-Hexanediol, Sodium Benzoate, Tartaric Acid, Benzoic Acid, Benzyl Alcohol, Tocopherol.']",65,0,0,0,0,1,"['Without Phthalates', 'Without Parabens', 'Without Silicones', 'Cruelty-Free']",Makeup,Eye,Eyebrow,0,,
P504629,Laminated Look Brow Kit,5746,Anastasia Beverly Hills,3778,1.1905,21,,Color,Ebony,,"['Brow Freeze:', 'Water/Aqua/Eau, Ceteareth-30, D-Sorbitol, Propanediol, Glycerin, Phenoxyethanol, Propylene Glycol, Ethylhexylglycerin, Citric Acid, Potassium Sorbate.', 'Brow Pen:', 'Water/Aqua/Eau, Butylene Glycol, Acrylates/Ethylhexyl Acrylate Crosspolymer, Pentylene Glycol, Pvp, Ammonium Acrylates Copolymer, Polyglyceryl-3 Disiloxane Dimethicone, Ethylhexylglycerin, Caprylyl Glycol, Sodium Polyacrylate, 1,2-Hexanediol, Laureth-21, Steareth-20, Disodium Laureth Sulfosuccinate, Sodium Lauryl Sulfate, Peg-40 Hydrogenated Castor Oil, Sodium Dehydroacetate, Phenoxyethanol, Black 2 (Ci 77266) [Nano], Iron Oxides (Ci 77491, Ci 77492).']",24,0,0,0,0,0,"['Vegan', 'Long-wearing', 'Cruelty-Free']",Makeup,Eye,Eyebrow,4,24,24
P393401,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,1517,Armani Beauty,622995,4.2162,4162,1 oz/ 30 mL,Color,7.5,"tan, peach","['Aqua / Water, Cyclopentasiloxane, Glycerin, Isododecane, Alcohol Denat., Polyglyceryl-4 Isostearate, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Aluminum Starch Octenylsuccinate, Disteardimonium Hectorite, Phenoxyethanol, Acetylated Glycol Stearate, Magnesium Sulfate, Peg-10 Dimethicone, Trihydroxystearin, Cellulose Gum, Nylon-12, Limonene, Benzyl Salicylate, Benzyl Alcohol, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isobutane, Diphenyl Dimethicone, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloridecopolymer, Parfum / Fragrance, Disodium Stearoyl Glutamate, Methylparaben, Butylphenyl Methylpropional, Aluminum Hydroxide, Hexyl Cinnamal.']",69,0,0,0,0,0,"['Natural Finish', 'Liquid Formula', 'Community Favorite', 'allure 2018 Best of Beauty Award Winner', 'Medium Coverage', 'Oil Free']",Makeup,Face,Foundation,78,69,45
P393434,Eye Tint Long-Lasting Liquid Eyeshadow,1517,Armani Beauty,99920,4.3822,955,0.13 oz / 3.9 mL,Color,2 Liquid Gold,soft gold shimmer,"['Isododecane , Synthetic Fluorphlogopite , Silica , Talc , Calcium Sodium Borosilicate , Cera Alba / Beeswax / Cire d’abeille , Ci 77891 / Titanium Dioxide , Hydrogenated Coco-Glycerides , Ci 77499 / Iron Oxides , Lauroyl Lysine , Disteardimonium Hectorite , Mica , Ethylene/Va Copolymer , Propanediol , Paraffin , Propylene Carbonate , Phenoxyethanol , Ethylhexylglycerin , Tin Oxide , Ci 77266 / Black 2 , Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate , Tocopherol']",36,0,0,0,0,0,"['Long-wearing', 'Fragrance Free', 'Oil Free']",Makeup,Eye,Eyeshadow,14,36,36
P416785,Power Fabric + Longwear High Cover Foundation SPF 25,1517,Armani Beauty,93829,4.3769,199,1 oz/ 30 mL,Color,2,FAIR WITH AN  OLIVE UNDERTONE,"['Cyclohexasiloxane, Aqua / Water, Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Ethylhexyl Methoxycinnamate, Propanediol, Alcohol Denat., Butylene Glycol, Phenyl Trimethicone, Cetyl Peg/Ppg-10/1 Dimethicone, Synthetic Fluorphlogopite, Polyglyceryl-4 Isostearate, Phenoxyethanol, Magnesium Sulfate, Disodium Stearoyl Glutamate, Peg/Ppg-18/18 Dimethicone, Parfum / Fragrance, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica Silylate, Silica, Aluminum Hydroxide, Benzyl Salicylate, Hexyl Cinnamal, Benzyl Alcohol, Bht, Limonene, Linalool, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol.']",69,0,0,0,0,0,,Makeup,Face,Foundation,29,69,69
P471221,Lip Power Satin Long Lasting Lipstick,1517,Armani Beauty,74586,4.5863,962,0.10 oz / 3 g,Color,107 Sensual,soft beige,,45,0,1,0,0,0,"['Stick Formula', 'Satin Finish', 'Hydrating', 'Long-wearing']",Makeup,Lip,Lipstick,24,52,45
P456158,Luminous Silk Face and Under-Eye Concealer,1517,Armani Beauty,71952,4.3505,950,0.4 oz/ 12 mL,Color,9,tan to deep with an olive undertone,"['Aqua / Water, Coco-Caprylate/Caprate, Hydrogenated Polyisobutene, Sorbitan Isostearate, Glycerin, Propanediol, Propylene Glycol, Synthetic Fluorphlogopite, Alumina, Phenoxyethanol, Magnesium Sulfate, Disodium Stearoyl Glutamate, Paraffin, Hydroxyacetophenone, Disteardimonium Hectorite, Cera Microcristallina / Microcrystalline Wax, Caprylyl Glycol, Silica Silylate, Synthetic Wax, Caffeine, Trisodium Ethylenediamine Disuccinate, Aluminum Hydroxide, Tocopherol, Tin Oxide, Helianthus Annuus Seed Oil / Sunflower Seed Oil, [May Contain Ci 77891 / Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides].']",39,0,0,0,0,0,"['Radiant Finish', 'allure 2020 Best of Beauty Award Winner', 'Hydrating', 'Medium Coverage', 'Best for Dry, Combo, Normal Skin']",Makeup,Face,Concealer,21,39,39
P441817,Power Fabric Concealer,1517,Armani Beauty,38873,4.4506,870,0.2 oz/ 6 mL,Color,5.5,medium with a peach undertone,"['Aqua/Water, Undecane, Dimethicone, Glycerin, Tridecane, Polyglyceryl-4 Isostearate, Pentylene Glycol, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Magnesium Sulfate, Disteardimonium Hectorite, Tocopherol, Acetylated Glycol Stearate, Ethylhexylglycerin, Trihydroxystearin, Cellulose Gum, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isobutane, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride, Copolymer, Disodium Stearoyl Glutamate, Aluminum Hydroxide; May Contain: Ci 77891/Titanium Dioxide, I 77491, Ci 77492, Ci 77499/Iron Oxides.']",40,0,0,0,0,0,,Makeup,Face,Concealer,7,40,34
P458270,Neo Nude Tinted Moisturizer with Hyaluronic Acid,1517,Armani Beauty,34553,4.233,1356,1.1 oz/ 35 mL,Color,4.25,light to medium with a golden undertone,"['Aqua / Water,Glycerin,Caprylyl Methicone, Propanediol, Dimethicone, Pentylene Glycol, Dimethicone/Peg-10/15 Crosspolymer, Alcohol Denat., Sodium Chloride, Triethoxysilylethyl Polydimethylsiloxyethyl Dimethicone, Isopropyl Titanium Triisostearate, Alumina, Caprylyl Glycol, Phenoxyethanol, Disodium Edta, Dipropylene Glycol, Sodium Hyaluronate, Sodium Citrate, Tocopherol,', '[May Contain Ci 77891 / Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499 / Iron Oxides,]']",48,0,0,0,0,0,"['Light Coverage', 'Natural Finish', 'Hyaluronic Acid', 'Hydrating', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']",Makeup,Face,Foundation,23,48,48
P472016,Neo Nude Color Melting Cream Blush,1517,Armani Beauty,20679,4.5263,38,,Color,30,warm coral,"['Mica, Dimethicone, Dicaprylyl Carbonate, Ci 77891 / Titanium Dioxide, Dimethicone/Vinyl Dimethicone Crosspolymer, Phenyl Trimethicone, Hydrogenated Polydecene, Ci 77492 / Iron Oxides, Ci 77491 / Iron Oxides, Ci 77499 / Iron Oxides, Silica, Lauroyl Lysine, 1,2-Hexanediol, Glyceryl Caprylate, Aluminum Hydroxide, Triethoxycaprylylsilane, Isoceteth-10, Methicone, Tocopherol.']",39,0,0,0,0,0,"['Cream Formula', 'Matte Finish']",Makeup,Cheek,Blush,2,39,39
P469846,Luminous Silk Glow Setting Powder,1517,Armani Beauty,13500,4.4474,418,,Color,2,fair with a peach undertone,"['Aqua/Water, Cyclopentasiloxane, Glycerin, Isododecane, Mica, Alcohol Denat., Polyglyceryl-4 Isostearate, Cetyl Peg/Ppg-10/1 Dimethicone, Hexyl Laurate, Ci 77891/Titanium Dioxide, Disteardimonium Hectorite, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Magnesium Sulfate, Diphenyl Dimethicone, Cellulose Gum, Ci 77491/Iron Oxides, Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer, Nylon-12, Parfum/Fragrance, Trihydroxystearin, Isobutane, Peg-10 Dimethicone, Acetylated Glycol Stearate, Ci 77492/Iron Oxides, Disodium Stearoyl Glutamate, Benzyl Salicylate, Hexyl Cinnamal, Benzyl Alcohol, Limonene, Linalool, Aluminum Hydroxide, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate.']",64,0,0,0,0,0,"['Pressed Powder Formula', 'Natural Finish', 'Best for Dry, Combo, Normal Skin']",Makeup,Face,Setting Spray & Powder,9,64,64
P481814,Lip Maestro Mediterranea Liquid Matte Lipstick,1517,Armani Beauty,7426,4.337,184,0.22 oz/ 6.6 mL,Color,109 Tan,luminous beige,"['Dimethicone, Bis-Diglyceryl Polyacyladipate-2, Diisostearyl Malate, Dimethicone Crosspolymer, Hydrogenated Polyisobutene, Phenyl Trimethicone, Kaolin, Hdi/Trimethylol Hexyllactone Crosspolymer, Isostearyl Isostearate, Polyethylene, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Nylon-12, Pentylene Glycol, Tocopherol, Magnesium Silicate, Ethylhexylglycerin, Calcium Aluminum Borosilicate, Silica, Calcium Sodium Borosilicate, Colophonium/Rosin, Synthetic Fluorphlogopite, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tin Oxide, Caprylyl Glycol, Methicone, Alumina, Aluminum Hydroxide; May Containci 77891/Titanium Dioxide, Ci 15850/Red 7, Ci 45410/Red 28 Lake, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 15985/Yellow 6 Lake, Ci 45380/Red 22 Lake, Ci 15850/Red 6, Ci 19140/Yellow 5 Lake, Ci 77742/Manganese Violet, Ci 17200/Red 33 Lake, Ci 75470/Carmine, Ci 15850/Red 7 Lake, Ci 77120/Barium Sulfate, Ci 42090/Blue 1 Lake, Mica.']",45,0,0,0,0,1,"['Cream Formula', 'Matte Finish', 'Long-wearing', 'Full Coverage']",Makeup,Lip,Lipstick,5,45,45
P456967,Silk Cream Lipstick,6242,Artist Couture,23753,3.9184,49,0.16 oz/ 4.5 g,Color,Saucy Gal,neutral beige,"['Pentaerythrityl Tetraisostearate, C12-15 Alkyl Benzoate, Polyethylene, Octyldodecanol, Isocetyl Stearate, Silica, Caprylic/Capric Triglyceride, Dimethicone, VP/Eicosene Copolymer, Synthetic Wax, Cellulose, Lecithin, Stearalkonium Bentonite,Hydrogenated Lecithin, Ethylhexylglycerin, Propylene Carbonate, Fragrance/Parfum, Barium Sulfate, Jojoba Esters,Benzyl Alcohol, Linalool,Tocopherol, Limonene, Geraniol, Citral, Isoeugenol (+/-) Titanium Dioxide CI 77891, Iron Oxides CI 77492, Iron Oxides CI 77491, Iron Oxides CI 77499, Mica CI 77019.']",18,0,0,0,0,0,"['Vegan', 'Cream Formula', 'Satin Finish', 'Long-wearing', 'Without Parabens']",Makeup,Lip,Lipstick,1,18,18
